population_id,date,year,decimal,abundance,biomass,units,temperature,source,genus_species,max_ctmax,thermal_risk,log_abundance,change_in_log_N,time,thermal_risk_measure,change_in_log_thermal_risk,change_in_thermal_risk
Micropterus salmoides_43.9928_-89.4946,1998.001,1998,001,20.7610062435,NA,Count,0.100061035156273,BioTIME,Micropterus salmoides,12,0.30422312089160997,3.033076527426509,0.2958248690922436,1,14.110368152361318,1.7480794498886096,11.653640093578154
Morone chrysops_43.9928_-89.4946,1998.001,1998,001,12.4081598935,NA,Count,0.100061035156273,BioTIME,Morone chrysops,30.6,0.04735921344795815,2.5183543121145497,1.1610048403288014,1,0.0012900295642037246,1.7480794498886096,0.0010654250894786095
Notemigonus crysoleucas_43.9928_-89.4946,1998.001,1998,001,33.0049070074,NA,Count,0.100061035156273,BioTIME,Notemigonus crysoleucas,29.13,0.05485873258341915,3.496656247606088,0.6099948866664624,1,0.0026903334259459817,1.7480794498886114,0.0022219248384707036
Oncorhynchus mykiss_-40.942837_172.499296,1998.001,1998,001,19.2857142857143,NA,Count,12.676904296875,BioTIME,Oncorhynchus mykiss,18,0.5872471137500463,2.9593646293831166,0.21852460545791574,1,0.040996479848322664,0.14281903572112453,0.005456183187143734
Osmerus mordax_43.9928_-89.4946,1998.001,1998,001,92.5124604778,NA,Count,0.100061035156273,BioTIME,Osmerus mordax,20.1,0.13533610926014966,4.527343343314198,-0.692937205660682,1,0.24583612025161664,1.7480794498886103,0.20303408362414077
Perca flavescens_43.9928_-89.4946,1998.001,1998,001,46.2167568447667,NA,Count,0.100061035156273,BioTIME,Perca flavescens,21.3,0.12003236112861286,3.8333424345948037,-0.18878806612520727,1,0.13491772336629762,1.74807944988861,0.11142746761661612
Pimephales notatus_43.9928_-89.4946,1998.001,1998,001,105.9375,NA,Count,0.100061035156273,BioTIME,Pimephales notatus,27,0.06788135368540006,4.66284929757477,-0.509304425685678,1,0.007804224082102811,1.7480794498886096,0.006445446191086215
Salmo trutta_-40.942837_172.499296,1998.001,1998,001,15.6111111111111,NA,Count,12.676904296875,BioTIME,Salmo trutta,21.5,0.41382604678134816,2.7479829114375804,0.44539781844353454,1,0.007124119970829736,0.14281903572112498,9.481424686179855e-4
Oncorhynchus kisutch_56.5_-168.15,1998,1998,NA,20.3829787234043,58.0544685455745,Count,3.51999998092651,BioTIME,Oncorhynchus kisutch,24.84,0.11859985655471067,3.014700176260804,1.876867174439413,1,1.5194639484751818e-4,-0.1392650350187452,-2.270515202289596e-5
Esox masquinongy_49.25_-84.499722_14867,1998.001,1998,001,0.085,NA,CPUE,3.38656005859377,LPI,Esox masquinongy,32.2,0.056059368717773506,-2.4651040224918206,-0.21130909366720685,1,2.3701229961154072e-7,-0.20104475663392307,-5.2777778858554805e-8
Lates calcarifer_-6.38333_140.96667_10525,1998.001,1998,001,13.25,NA,Mean annual catch rate (kg per day),27.8983093261719,LPI,Lates calcarifer,35.2,0.4818275218854973,2.583997552432231,-0.8438417601763453,1,0.03810717566184294,0.5220686134031634,0.015498493734701937
Lates calcarifer_-7.01667_141.05_10524,1998.001,1998,001,37.38,NA,Mean annual catch rate (kg per day),28.3588806152344,LPI,Lates calcarifer,35.2,0.5045380915471116,3.6211358020274167,0.014823071570442714,1,0.9879054996836122,-1.9379238630467908,-5.872425073890665
Morone saxatilis_41.16667_-74_9285,1998.001,1998,001,21,NA,Annual catch per unit effort,4.92165527343752,LPI,Morone saxatilis,24.4,0.1425825038175231,3.044522437723423,0.04879016416943216,1,0.010805949076311187,-0.57054625930347,-0.008312295301742866
Oncorhynchus kisutch_50.163758_-120.531365_4296,1998.001,1998,001,2828,NA,Total abundance (hatchery and wild fish),1.74166259765627,LPI,Oncorhynchus kisutch,24.84,0.09927775608404696,7.947325027016463,-0.9116121949500862,1,0.010085196840223796,3.978822306487017,0.009896526424280386
Oncorhynchus kisutch_50.73861_-120.61111_4295,1998.001,1998,001,9810,NA,Total abundance (hatchery and wild fish),1.90688476562502,LPI,Oncorhynchus kisutch,24.84,0.10093167023312008,9.191157552559408,-0.14095787634269463,1,0.03360241074126103,5.109112799065128,0.033399403775496474
Oncorhynchus kisutch_51.379042_-118.944753_4294,1998.001,1998,001,5321,NA,Total abundance (hatchery and wild fish),0.360833740234398,LPI,Oncorhynchus kisutch,24.84,0.08647355572237926,8.579416534596369,0.44260567092083214,1,0.038087289145051544,1.3808853934257828,0.028513824088524247
Oncorhynchus kisutch_63.1825_-146.02806_5765,1998.001,1998,001,11100,NA,number of fish,0.101129150390648,LPI,Oncorhynchus kisutch,24.84,0.08425670865553463,9.314700387300425,-0.03757348056442389,1,8.182388194327033e-6,-0.2265647442147003,-2.0806488844382573e-6
Salmo trutta_59.49444_5.90917_2446,1998.001,1998,001,27.4,NA,Number of 0+per 100 m2,5.53576,LPI,Salmo trutta,21.5,0.2026197923868618,3.3105430133940246,-0.3137979195823406,1,9.031062796842511e-4,-0.7507147703049899,-0.00101013677011029
Salmo trutta_59.5_5.91667_2462,1998.001,1998,001,8.5,NA,Number of 0+per 100 m2,4.790857,LPI,Salmo trutta,21.5,0.18807503000470768,2.1400661634962708,0.5714502455824255,1,7.41676684779013e-4,-0.6276559060849385,-6.476427896456269e-4
Salmo trutta_59.55_6.03333_2449,1998.001,1998,001,21.8,NA,Number of 0+per 100 m2,4.185266,LPI,Salmo trutta,21.5,0.1770233914597851,3.0819099697950434,0.45002112965839736,1,1.7296361711220055e-4,-0.09090111312558946,-1.6459339377898776e-5
Salmo trutta_61.22417_10.4275_2339,1998.001,1998,001,125,NA,Individuals,0.8233887,LPI,Salmo trutta,21.5,0.12648125925138337,4.8283137373023015,-0.37569294977449363,1,4.170172771173595e-5,0.08053675178475572,3.226838197430273e-6
Salmo trutta_69.94778_23.27528_2346,1998.001,1998,001,488,NA,Number of adults,0.100061,LPI,Salmo trutta,21.5,0.11765556071851062,6.1903154058531475,0.2822324676842163,1,3.403921126285936e-5,0.10462476459453107,3.381372885064528e-6
Salvelinus alpinus_65.58333_-17_8183,1998.001,1998,001,1112,NA,Stock size (individuals),0.4786926,LPI,Salvelinus alpinus,18.33,0.1677751246464414,7.013915474810528,-0.7722209629725443,1,1.6964145672399816e-4,-0.04902068913823854,-8.523139490558237e-6
Salvelinus alpinus_69.94778_23.27528_2355,1998.001,1998,001,2100,NA,Number of adult fish,0.100061,LPI,Salvelinus alpinus,18.33,0.16154138746784705,7.649692623711514,0.045296274915176404,1,1.6608723004624324e-4,0.1046247645945293,1.649870356563204e-5
Sander vitreus_46.15_-93.4_897,1998.001,1998,001,768,NA,SSB (Tonnes),0.100061,LPI,Sander vitreus,27,0.06788135344675451,6.643789733147672,0.09557063038529989,1,0.032920535668960624,0.5386468773085977,0.01371017464383453
Sardinops sagax_-23.53333_10.95_10348,1998,1998,NA,0.2181,NA,million tonnes,18.58,LPI,Sardinops sagax,24.3,0.5643955181193582,-1.5228016057745537,0.33062052384560814,1,0.06511380808789542,-0.11396199824224462,-0.007859857505657403
Sardinops sagax_-34.33333_17.96667_10349,1998,1998,NA,1.7388,NA,million tonnes,18.86,LPI,Sardinops sagax,24.3,0.5804219151407423,0.5531952201324999,0.3402636338947068,1,0.06739346097042515,0.2427060419091953,0.014523149945230185
Sardinops sagax_-34.81667_136.63333_10969,1998,1998,NA,146.4,NA,Spawning biomass (?1000t),19.47,LPI,Sardinops sagax,24.3,0.6169298233735473,4.986342601527212,0.907111677115159,1,0.053219805622731396,-0.04293298399263756,-0.0023346430613252547
Anaxyrus americanus_43.06917_-89.40861_4827,1998.001,1998,001,1.6,NA,number of frogs,-5.361706,LPI,Anaxyrus americanus,38.3,0.012699780107977083,0.47000362924573563,-0.2954642128938358,1,1.322259570737322e-4,0.2172456562525138,2.5819464136265545e-5
Dryophytes versicolor_43.06917_-89.40861_4828,1998.001,1998,001,2.25,NA,number of frogs,-5.361706,LPI,Dryophytes versicolor,38.7,0.012201814607301121,0.8109302162163288,-0.021978906718775115,1,1.0825745741143336e-4,0.2172456562525138,2.1139189316354587e-5
Eleutherodactylus coqui_18.3_-65.78333_7837,1998.001,1998,001,21.1,NA,Mean number of adults per m2,23.24797,LPI,Eleutherodactylus coqui,36.8,0.2578949364655674,3.0492730404820207,-0.08011561788464361,1,0.001994232005440502,0.07551642155326643,1.4505145547959002e-4
Eleutherodactylus portoricensis_18.3_-65.78333_7836,1998.001,1998,001,2.12,NA,Mean number of adults per m2,23.24797,LPI,Eleutherodactylus portoricensis,36.2,0.27384226870813283,0.7514160886839212,0.6380874033769179,1,0.00269193163689381,0.07551642155326643,1.9579898473084294e-4
Lithobates pipiens_43.06917_-89.40861_4830,1998.001,1998,001,1.31,NA,number of frogs,-5.361706,LPI,Lithobates pipiens,30,0.02912464371885811,0.2700271372130602,0.046883585898850444,1,0.00838762140043476,0.2172456562525138,0.0016378318957172532
Lithobates sylvaticus_42.66667_-83.21667_8789,1998.001,1998,001,4000,NA,Number of breeding adults,-5.253923,LPI,Lithobates sylvaticus,26,0.04391970054483632,8.294049640102028,-0.35417181372061357,1,0.08868225618576356,0.49510158188039366,0.03462962386844566
Lithobates sylvaticus_43.06917_-89.40861_4834,1998.001,1998,001,1.4,NA,number of frogs,-5.361706,LPI,Lithobates sylvaticus,26,0.043448862809795236,0.3364722366212129,-0.25131442828090617,1,0.06197660506440369,0.21724565625251335,0.012102031758072701
Pseudacris crucifer_43.06917_-89.40861_4831,1998.001,1998,001,2.45,NA,number of frogs,-5.361706,LPI,Pseudacris crucifer,34.8,0.018021845825500444,0.8960880245566357,-0.04391923393483543,1,7.60907846413918e-4,0.2172456562525138,1.485807574115877e-4
Pseudacris triseriata_43.095367_-81.069321_13253,1998.001,1998,001,47.39,NA,% of survey routes reporting presence,-6.6276910000000004,LPI,Pseudacris triseriata,35.4,0.014954110008076223,3.858411235979497,0.03828424525588803,1,3.5529485702041257e-4,0.6197435078711617,1.6411693563633288e-4
Pseudacris triseriata_45.029279_-78.432602_13254,1998.001,1998,001,61.74,NA,% of survey routes reporting presence,-14.99408,LPI,Pseudacris triseriata,35.4,0.006477581911925582,4.122932019074013,-0.06626807416076641,1,1.3867541069343e-4,0.5012660372022477,5.467094249322945e-5
Oncorhynchus kisutch_48.65_-121.75_20661,1998.001,1998,001,69567,NA,All Individuals,1.705438,GPDD,Oncorhynchus kisutch,24.84,0.09891877699321736,11.150045595952545,0.757978028597746,1,4.645028286003392e-4,0.7828609485102591,2.521802534190132e-4
Ambloplites rupestris_43.9928_-89.4946,1999.001,1999,001,22.8823529411765,NA,Count,3.6668640136719,BioTIME,Ambloplites rupestris,31.2,0.06371638050779563,3.1303659995622315,-0.434460805881725,1,1.1380988160476117e-4,-2.127891064075774,-8.418675247754553e-4
Anguilla australis_-40.942837_172.499296,1999.001,1999,001,9,NA,Count,12.6644226074219,BioTIME,Anguilla australis,28,0.21576665864898723,2.1972245773362196,-0.29873190863836285,1,2.922335641979359e-4,0.056311875284531965,1.600145583086234e-5
Coregonus artedi_43.9928_-89.4946,1999.001,1999,001,216.8370441985,NA,Count,3.6668640136719,BioTIME,Coregonus artedi,19.8,0.19922636291593918,5.3791461230434665,2.602575442769543,1,0.03401406351958376,-2.1278910640757744,-0.25160675908821256
Cottus bairdii_43.9928_-89.4946,1999.001,1999,001,2.66666666666667,NA,Count,3.6668640136719,BioTIME,Cottus bairdii,29.56,0.07507155162017971,0.9808292530117275,-0.559615787935422,1,2.584053176931925e-4,-2.127891064075773,-0.00191146007822648
Esox lucius_43.9928_-89.4946,1999.001,1999,001,4.2,NA,Count,3.6668640136719,BioTIME,Esox lucius,20.6,0.1839091122388597,1.4350845252893227,-0.4367176516122686,1,0.02280030862430656,-2.127891064075773,-0.16865705433488848
Esox masquinongy_43.9928_-89.4946,1999.001,1999,001,1,NA,Count,3.6668640136719,BioTIME,Esox masquinongy,32.2,0.05765296522527051,0,-0.39334752968520087,1,6.902918257155238e-5,-2.127891064075774,-5.10618465192698e-4
Etheostoma nigrum_43.9928_-89.4946,1999.001,1999,001,4,NA,Count,3.6668640136719,BioTIME,Etheostoma nigrum,30.48,0.06847314881710595,1.3862943611198906,0,1,1.631270509717337e-4,-2.127891064075774,-0.0012066734864237655
Galaxias fasciatus_-40.942837_172.499296,1999.001,1999,001,9.30769230769231,NA,Count,12.6644226074219,BioTIME,Galaxias fasciatus,28.5,0.2052435945331181,2.2308411881352046,-1.0580270085530312,1,2.2759172863710017e-4,0.056311875284531965,1.2461946331358153e-5
Galaxias maculatus_-40.942837_172.499296,1999.001,1999,001,22.1111111111111,NA,Count,12.6644226074219,BioTIME,Galaxias maculatus,30.5,0.16803924271653173,3.0960802473882727,-0.5094175977866127,1,8.372631794625895e-5,0.056311875284531965,4.5844938522885266e-6
Gobiomorphus basalis_-40.942837_172.499296,1999.001,1999,001,3.25,NA,Count,12.6644226074219,BioTIME,Gobiomorphus basalis,30.9,0.16145032976519766,1.1786549963416462,-1.2061681948893754,1,6.85493113445872e-5,0.056311875284531965,3.753466104165575e-6
Gobiomorphus cotidianus_-40.942837_172.499296,1999.001,1999,001,22.1363636363636,NA,Count,12.6644226074219,BioTIME,Gobiomorphus cotidianus,30.9,0.16145032976519766,3.0972216697242723,0.37115296311938195,1,6.85493113445872e-5,0.056311875284531965,3.753466104165575e-6
Lepomis gibbosus_43.9928_-89.4946,1999.001,1999,001,30.5714285714286,NA,Count,3.6668640136719,BioTIME,Lepomis gibbosus,29.53,0.07529710443509802,3.420065865966539,0.4718745371815465,1,2.6231061395653495e-4,-2.127891064075773,-0.001940348097899081
Lepomis macrochirus_43.9928_-89.4946,1999.001,1999,001,135.431011764441,NA,Count,3.6668640136719,BioTIME,Lepomis macrochirus,23.3,0.14039244510484028,4.908462372395048,-0.056251596981816476,1,0.005910757950571996,-2.1278910640757736,-0.04372269872554478
Luxilus cornutus_43.9928_-89.4946,1999.001,1999,001,5.25,NA,Count,3.6668640136719,BioTIME,Luxilus cornutus,26.7,0.09992717596570418,1.6582280766035324,-1.129864832172214,1,0.0010797980922332125,-2.127891064075774,-0.007987416684278539
Micropterus dolomieu_43.9928_-89.4946,1999.001,1999,001,30.1172153857692,NA,Count,3.6668640136719,BioTIME,Micropterus dolomieu,28.3,0.08515232234810843,3.4050969479861926,-0.04715560447624778,1,4.851845582389013e-4,-2.127891064075773,-0.003588977664719484
Micropterus salmoides_43.9928_-89.4946,1999.001,1999,001,103.294117647059,NA,Count,3.6668640136719,BioTIME,Micropterus salmoides,12,0.4346067852572006,4.637580430138848,1.604503902712339,1,1.6803780418985084,-2.1278910640757736,-12.429990110462809
Morone chrysops_43.9928_-89.4946,1999.001,1999,001,21.5359635693636,NA,Count,3.6668640136719,BioTIME,Morone chrysops,30.6,0.06765638143676775,3.069724261845155,0.551369949730605,1,1.5362727107336884e-4,-2.127891064075773,-0.0011364022931303558
Notemigonus crysoleucas_43.9928_-89.4946,1999.001,1999,001,35.9234340400667,NA,Count,3.6668640136719,BioTIME,Notemigonus crysoleucas,29.13,0.07837003756153949,3.5813898413161214,0.08473359371003353,1,3.203869073811994e-4,-2.127891064075774,-0.002369946518564782
Oncorhynchus mykiss_-40.942837_172.499296,1999.001,1999,001,5.75,NA,Count,12.6644226074219,BioTIME,Oncorhynchus mykiss,18,0.5865145873928678,1.749199854809259,-1.2101647745738575,1,0.0433713064584213,0.05631187528453241,0.002374826610098635
Osmerus mordax_43.9928_-89.4946,1999.001,1999,001,279.934721334429,NA,Count,3.6668640136719,BioTIME,Osmerus mordax,20.1,0.1933383340568873,5.634556437897015,1.1072130945828178,1,0.029276175781934314,-2.127891064075774,-0.21655994446968233
Perca flavescens_43.9928_-89.4946,1999.001,1999,001,62.2621795795128,NA,Count,3.6668640136719,BioTIME,Perca flavescens,21.3,0.17147571967590217,4.131354172102486,0.2980117375076823,1,0.016067105929459695,-2.1278910640757736,-0.11885061743683792
Pimephales notatus_43.9928_-89.4946,1999.001,1999,001,62.75,NA,Count,3.6668640136719,BioTIME,Pimephales notatus,27,0.09697388159603343,4.139158578011894,-0.5236907195628762,1,9.293908309136862e-4,-2.127891064075774,-0.0068748332511891245
Salmo trutta_-40.942837_172.499296,1999.001,1999,001,27.5384615384615,NA,Count,12.6644226074219,BioTIME,Salmo trutta,21.5,0.4133098441820393,3.3155836289391623,0.5676007175015818,1,0.007536802955877628,0.056311875284531965,4.1268298504789237e-4
Oncorhynchus kisutch_56.5_-168.15,1999,1999,NA,23.03125,90.1565640206562,Count,3.80999994277954,BioTIME,Oncorhynchus kisutch,24.84,0.12208960877290684,3.13685198938961,0.12215181312880574,1,9.53445052652739e-5,-0.4660310897852966,-5.6601889582244276e-5
Esox masquinongy_49.25_-84.499722_14867,1999.001,1999,001,0.059,NA,CPUE,3.08977661132815,LPI,Esox masquinongy,32.2,0.05442006567191074,-2.8302178350764176,-0.36511381258459696,1,3.73230476688106e-7,0.4540840919067115,1.3621817707656528e-7
Lates calcarifer_-6.38333_140.96667_10525,1999.001,1999,001,66.76,NA,Mean annual catch rate (kg per day),29.0006042480469,LPI,Lates calcarifer,35.2,0.5379769437643297,4.2011040987936346,1.6171065463614034,1,0.02571893982803578,-0.3931749232104531,-0.012388235833807163
Lates calcarifer_-7.01667_141.05_10524,1999.001,1999,001,33.9,NA,Mean annual catch rate (kg per day),30.14833984375,LPI,Lates calcarifer,35.2,0.60340539238795,3.5234150143864045,-0.09772078764101222,1,97.73313943358603,4.594408931277368,96.74523393390243
Morone saxatilis_41.16667_-74_9285,1999.001,1999,001,14,NA,Annual catch per unit effort,4.6990905761719,LPI,Morone saxatilis,24.4,0.13944417425292022,2.6390573296152584,-0.4054651081081646,1,0.10227765239678019,2.247594374576692,0.091471703320469
Oncorhynchus kisutch_50.163758_-120.531365_4296,1999.001,1999,001,5502,NA,Total abundance (hatchery and wild fish),1.40044555664065,LPI,Oncorhynchus kisutch,24.84,0.09594737217585506,8.61286694148452,0.6655419144680561,1,0.0020034387348642443,-1.6162036177620918,-0.008081758105359552
Oncorhynchus kisutch_50.73861_-120.61111_4295,1999.001,1999,001,9801,NA,Total abundance (hatchery and wild fish),0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,9.19023970026918,-9.178522902288933e-4,1,3.419939992608268e-4,-4.587559900741631,-0.033260416742000205
Oncorhynchus kisutch_51.379042_-118.944753_4294,1999.001,1999,001,3379,NA,Total abundance (hatchery and wild fish),0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,8.12533508671429,-0.4540814478820785,1,0.013408965781641507,-1.0439570368302276,-0.024678323363410037
Oncorhynchus kisutch_63.1825_-146.02806_5765,1999.001,1999,001,10975,NA,number of fish,0.104974365234398,LPI,Oncorhynchus kisutch,24.84,0.08428911339997637,9.303375237943373,-0.011325149357052311,1,8.956891747594116e-6,0.09043920033101038,7.745035532670835e-7
Salmo trutta_59.49444_5.90917_2446,1999.001,1999,001,29.1,NA,Number of 0+per 100 m2,6.207147,LPI,Salmo trutta,21.5,0.2166904806734012,3.370738174177447,0.06019516078342235,1,0.0010217295629697434,0.12341187754864436,1.1862328328549228e-4
Salmo trutta_59.5_5.91667_2462,1999.001,1999,001,14.2,NA,Number of 0+per 100 m2,5.969904,LPI,Salmo trutta,21.5,0.21161015259952903,2.653241964607215,0.5131758011109442,1,8.607678097490545e-4,0.14891137956244638,1.1909112497004147e-4
Salmo trutta_59.55_6.03333_2449,1999.001,1999,001,15,NA,Number of 0+per 100 m2,4.397638,LPI,Salmo trutta,21.5,0.1808230771617998,2.70805020110221,-0.3738597686928333,1,1.7228488522915198e-4,-0.003931850553135163,-6.787318830485736e-7
Salmo trutta_61.22417_10.4275_2339,1999.001,1999,001,66,NA,Individuals,0.9482666,LPI,Salmo trutta,21.5,0.12807063388968887,4.189654742026425,-0.6386589952758763,1,4.572501068322079e-5,0.09210286803500622,4.0232829714848385e-6
Salmo trutta_69.94778_23.27528_2346,1999.001,1999,001,950,NA,Number of adults,0.124292,LPI,Salmo trutta,21.5,0.11794099758906831,6.856461984594587,0.6661465787414391,1,3.239396543892728e-5,-0.049540978979115025,-1.6452458239320808e-6
Salvelinus alpinus_65.58333_-17_8183,1999.001,1999,001,2600,NA,Stock size (individuals),1.254602,LPI,Salvelinus alpinus,18.33,0.1813113064419655,7.8632667240095735,0.8493512491990458,1,1.782386010100579e-4,0.04943597607809558,8.597144286059743e-6
Salvelinus alpinus_69.94778_23.27528_2355,1999.001,1999,001,2053,NA,Number of adult fish,0.124292,LPI,Salvelinus alpinus,18.33,0.1619332930252452,7.627057417018934,-0.022635206692580567,1,1.5805959628199736e-4,-0.04954097897911325,-8.027633764245886e-6
Sander vitreus_46.15_-93.4_897,1999.001,1999,001,669,NA,SSB (Tonnes),0.100061,LPI,Sander vitreus,27,0.06788135344675451,6.505784060128229,-0.13800567301944344,1,0.03829528127457415,0.15123003676099778,0.005374745605613525
Sardinops sagax_-23.53333_10.95_10348,1999,1999,NA,0.1808,NA,million tonnes,20.37,LPI,Sardinops sagax,24.3,0.6750287475861332,-1.710363831024061,-0.18756222524950728,1,0.09321289920995801,0.3587494831268683,0.02809909112206259
Sardinops sagax_-34.33333_17.96667_10349,1999,1999,NA,1.5737,NA,million tonnes,19.29,LPI,Sardinops sagax,24.3,0.6059244322171873,0.4534295346246817,-0.09976568550781817,1,0.06169688837575329,-0.08831449684039816,-0.005696572594671857
Sardinops sagax_-34.81667_136.63333_10969,1999,1999,NA,36,NA,Spawning biomass (?1000t),19.36,LPI,Sardinops sagax,24.3,0.6101807830906797,3.58351893845611,-1.4028236630711017,1,0.04591995073611824,-0.14753093401686446,-0.007299854886613159
Anaxyrus americanus_43.06917_-89.40861_4827,1999.001,1999,001,1.8,NA,number of frogs,-16.01645,LPI,Anaxyrus americanus,38.3,0.004375891537206306,0.5877866649021191,0.11778303565638343,1,2.248758965018876e-4,0.531036423783851,9.26499394281554e-5
Dryophytes versicolor_43.06917_-89.40861_4828,1999.001,1999,001,2.4,NA,number of frogs,-16.01645,LPI,Dryophytes versicolor,38.7,0.00420431037582384,0.8754687373538999,0.06453852113757108,1,1.841128120920762e-4,0.531036423783851,7.585535468064285e-5
Eleutherodactylus coqui_18.3_-65.78333_7837,1999.001,1999,001,11.1,NA,Mean number of adults per m2,23.0293,LPI,Eleutherodactylus coqui,36.8,0.2523167591640457,2.4069451083182885,-0.6423279321637323,1,0.0015983244308894595,-0.22130316672442785,-3.959075745510426e-4
Eleutherodactylus portoricensis_18.3_-65.78333_7836,1999.001,1999,001,1.12,NA,Mean number of adults per m2,23.0293,LPI,Eleutherodactylus portoricensis,36.2,0.2679191561862673,0.11332868530700327,-0.6380874033769179,1,0.002157512310400033,-0.22130316672442873,-5.344193264937773e-4
Lithobates pipiens_43.06917_-89.40861_4830,1999.001,1999,001,1.28,NA,number of frogs,-16.01645,LPI,Lithobates pipiens,30,0.010035314067638655,0.2468600779315258,-0.023167059281534397,1,0.01426477768574147,0.531036423783851,0.00587715628530671
Lithobates sylvaticus_42.66667_-83.21667_8789,1999.001,1999,001,7200,NA,Number of breeding adults,-11.88315,LPI,Lithobates sylvaticus,26,0.022633707535264003,8.881836305004146,0.5877866649021186,1,0.1204636304463964,0.30628805904894385,0.031781374260632836
Lithobates sylvaticus_43.06917_-89.40861_4834,1999.001,1999,001,1.7,NA,number of frogs,-16.01645,LPI,Lithobates sylvaticus,26,0.01497092937469023,0.5306282510621704,0.19415601444095748,1,0.10540324255871784,0.531036423783851,0.043426637494314156
Pseudacris crucifer_43.06917_-89.40861_4831,1999.001,1999,001,2.5,NA,number of frogs,-16.01645,LPI,Pseudacris crucifer,34.8,0.00620968567661333,0.9162907318741551,0.020202707317519386,1,0.0012940714357789502,0.531036423783851,5.331635893650322e-4
Pseudacris triseriata_43.095367_-81.069321_13253,1999.001,1999,001,52.9,NA,% of survey routes reporting presence,-14.52932,LPI,Pseudacris triseriata,35.4,0.006785739508239822,3.9684033388642534,0.10999210288475636,1,4.818757372885007e-4,0.3047382464692143,1.2658088026808813e-4
Pseudacris triseriata_45.029279_-78.432602_13254,1999.001,1999,001,36.32,NA,% of survey routes reporting presence,-23.99124,LPI,Pseudacris triseriata,35.4,0.0026343363191606295,3.5923685537330927,-0.5305634653409204,1,1.9234894963226216e-4,0.32717514098211176,5.367353893883216e-5
Ambloplites rupestris_43.9928_-89.4946,2000.001,2000,001,18.5,NA,Count,2.57424316406252,BioTIME,Ambloplites rupestris,31.2,0.05712144386088367,2.917770732084279,-0.21259526747795254,1,9.02859304376237e-5,-0.23154771182843348,-2.352395116713747e-5
Anguilla australis_-40.942837_172.499296,2000.001,2000,001,24.125,NA,Count,12.5525756835938,BioTIME,Anguilla australis,28,0.21336682068794033,3.1832486472250494,0.9860240698888298,1,2.790746663311432e-4,-0.04607399265127654,-1.3158897866792727e-5
Coregonus artedi_43.9928_-89.4946,2000.001,2000,001,11.841344436,NA,Count,2.57424316406252,BioTIME,Coregonus artedi,19.8,0.17860552363796803,2.471597173347346,-2.9075489496961207,1,0.026983521373785378,-0.23154771182843303,-0.0070305421457983845
Cottus bairdii_43.9928_-89.4946,2000.001,2000,001,1.5,NA,Count,2.57424316406252,BioTIME,Cottus bairdii,29.56,0.06730130285565844,0.4054651081081644,-0.5753641449035631,1,2.0499419039008657e-4,-0.23154771182843348,-5.3411127303105944e-5
Esox lucius_43.9928_-89.4946,2000.001,2000,001,3.6,NA,Count,2.57424316406252,BioTIME,Esox lucius,20.6,0.16487367842515294,1.2809338454620642,-0.1541506798272585,1,0.01808759528947944,-0.23154771182843525,-0.004712713334827121
Esox masquinongy_43.9928_-89.4946,2000.001,2000,001,1,NA,Count,2.57424316406252,BioTIME,Esox masquinongy,32.2,0.05168561977756799,0,0,1,5.4761184951100685e-5,-0.23154771182843348,-1.4267997620451693e-5
Etheostoma nigrum_43.9928_-89.4946,2000.001,2000,001,5.6,NA,Count,2.57424316406252,BioTIME,Etheostoma nigrum,30.48,0.06138586490573976,1.7227665977411035,0.33647223662121295,1,1.2940947981719466e-4,-0.23154771182843348,-3.371757115453903e-5
Galaxias fasciatus_-40.942837_172.499296,2000.001,2000,001,7.72727272727273,NA,Count,12.5525756835938,BioTIME,Galaxias fasciatus,28.5,0.20296079805053652,2.0447559836919464,-0.18608520444325816,1,2.1734356867408533e-4,-0.04607399265127654,-1.024815996301484e-5
Galaxias maculatus_-40.942837_172.499296,2000.001,2000,001,11.6923076923077,NA,Count,12.5525756835938,BioTIME,Galaxias maculatus,30.5,0.166170247033224,2.45893116338474,-0.6371490840035325,1,7.995623058602951e-5,-0.04607399265127654,-3.770087360229442e-6
Gobiomorphus basalis_-40.942837_172.499296,2000.001,2000,001,8.77777777777778,NA,Count,12.5525756835938,BioTIME,Gobiomorphus basalis,30.9,0.15965461845085432,2.1722232751308024,0.9935682787891562,1,6.546262488097675e-5,-0.04607399265127654,-3.0866864636104466e-6
Gobiomorphus cotidianus_-40.942837_172.499296,2000.001,2000,001,24,NA,Count,12.5525756835938,BioTIME,Gobiomorphus cotidianus,30.9,0.15965461845085432,3.1780538303479458,0.08083216062367349,1,6.546262488097675e-5,-0.04607399265127654,-3.0866864636104466e-6
Lepomis gibbosus_43.9928_-89.4946,2000.001,2000,001,15.7272727272727,NA,Count,2.57424316406252,BioTIME,Lepomis gibbosus,29.53,0.06750350992317139,2.755396321699407,-0.6646695442671322,1,2.0809228083529873e-4,-0.23154771182843348,-5.421833312123622e-5
Lepomis macrochirus_43.9928_-89.4946,2000.001,2000,001,101.88717586831,NA,Count,2.57424316406252,BioTIME,Lepomis macrochirus,23.3,0.12586118526565018,4.623866082145095,-0.2845962902499535,1,0.004689032917302054,-0.23154771182843348,-0.0012217250332699423
